isoCode;date;Generation from Renewables (TWh);Generation from Fossil Fuels (TWh);Total Generation (TWh)
SYC;2013;0,01;0,4;0,41
SYC;2014;0,01;0,41;0,42
SYC;2015;0,01;0,43;0,44
SYC;2016;0,01;0,46;0,47
SYC;2017;0,01;0,47;0,48
SYC;2018;0,01;0,48;0,49
SYC;2019;0,04;0,49;0,53
SYC;2020;0,07;0,53;0,6
SYC;2021;0,08;0,57;0,65
SLE;2000;0,01;0,07;0,08
SLE;2001;0,01;0,12;0,13
SLE;2002;0,02;0,13;0,15
SLE;2003;0,02;0,12;0,14
SLE;2004;0,02;0,1;0,12
SLE;2005;0,02;0,06;0,08
SLE;2006;0;0,04;0,04
SLE;2007;0,02;0,04;0,06
SLE;2008;0,02;0,04;0,06
SLE;2009;0,02;0,04;0,06
SLE;2010;0,12;0,04;0,16
SLE;2011;0,15;0,02;0,17
SLE;2012;0,12;0,06;0,18
SLE;2013;0,1;0,05;0,15
SLE;2014;0,15;0,04;0,19
SLE;2015;0,14;0,05;0,19
SLE;2016;0,16;0,06;0,22
SLE;2017;0,17;0,06;0,23
SLE;2018;0,2;0,06;0,26
SLE;2019;0,19;0,02;0,21
SLE;2020;0,19;0,02;0,21
SLE;2021;0,19;0,02;0,21
SGP;1985;0;;9,8763
SGP;1986;0,085;;10,5765
SGP;1987;0,085;;11,8138
SGP;1988;0,085;;13,0175
SGP;1989;0,085;;14,0389
SGP;1990;0,085;;15,6176
SGP;1991;0,245;;16,5966
SGP;1992;0,245;;17,5431
SGP;1993;0,245;;18,9624
SGP;1994;0,245;;20,6754
SGP;1995;0,245;;22,0574
SGP;1996;0,245;;23,9094
SGP;1997;0,245;;26,7094
SGP;1998;0,245;;28,3748
SGP;1999;0,245;;29,52
SGP;2000;0;29;29
SGP;2001;0;32,05;32,05
SGP;2002;0;33,53;33,53
SGP;2003;0;34,2;34,2
SGP;2004;0;35,56;35,56
SGP;2005;0;36,84;36,84
SGP;2006;0;38,03;38,03
SGP;2007;0;39,64;39,64
SGP;2008;0;40,26;40,26
SGP;2009;0;40,47;40,47
SGP;2010;0;43,05;43,05
SGP;2011;0,01;43,66;43,67
SGP;2012;0,01;44,51;44,52
SGP;2013;0,16;45,5;45,66
SGP;2014;0,28;46,68;46,96
SGP;2015;0,41;47,45;47,86
SGP;2016;0,53;48,58;49,11
SGP;2017;0,55;49,16;49,71
SGP;2018;0,66;49,87;50,53
SGP;2019;0,84;50,91;51,75
SGP;2020;0,92;49,96;50,88
SGP;2021;1,11;52,37;53,48
SVK;1985;2,117;;22,506
SVK;1986;1,675;;24,168
SVK;1987;1,932;;23,629
SVK;1988;1,755;;23,039
SVK;1989;1,962;;24,07
SVK;1990;1,88;11,57;25,49
SVK;1991;1,41;11,16;24,26
SVK;1992;1,94;10,25;23,24
SVK;1993;3,47;9,09;24,05
SVK;1994;4,36;8,51;25,47
SVK;1995;4,88;10,11;26,43
SVK;1996;4,23;9,98;25,46
SVK;1997;4,06;9,91;25,04
SVK;1998;4,27;10,07;25,73
SVK;1999;4,47;10,52;28,11
SVK;2000;4,61;9,68;30,78
SVK;2001;5,08;9,65;31,83
SVK;2002;5,42;8,81;32,18
SVK;2003;3,58;9,52;30,96
SVK;2004;4,13;9,29;30,45
SVK;2005;4,68;8,93;31,34
SVK;2006;4,81;8,39;31,21
SVK;2007;4,93;7,57;27,83
SVK;2008;4,57;7,46;28,73
SVK;2009;4,92;6,89;25,89
SVK;2010;5,95;6,9;27,42
SVK;2011;5;7,8;28,21
SVK;2012;5,47;7,28;28,24
SVK;2013;6,36;6,36;28,44
SVK;2014;6,24;5,3;27,04
SVK;2015;6,05;5,34;26,54
SVK;2016;6,63;5,28;26,68
SVK;2017;6,54;5,67;27,29
SVK;2018;5,81;5,92;26,57
SVK;2019;6,65;6,26;28,19
SVK;2020;6,85;6,22;28,51
SVK;2021;7,06;7,16;29,95
SVK;2022;6,35;4,77;27,02
SVN;1990;2,95;4,87;12,44
SVN;1991;3,61;4,1800003;12,74
SVN;1992;3,42;4,9500003;12,34
SVN;1993;3,04;4,95;11,95
SVN;1994;3,4;4,8799996;12,89
SVN;1995;3,25;4,8700004;12,9
SVN;1996;3,67;4,73;13,05
SVN;1997;3,09;5,07;13,18
SVN;1998;3,45;5,2299995;13,72
SVN;1999;3,77;4,79;13,26
SVN;2000;3,9;4,95;13,61
SVN;2001;3,87;5,35;14,48
SVN;2002;3,41;5,66;14,6
SVN;2003;3,08;5,54;13,83
SVN;2004;4,21;5,6;15,27
SVN;2005;3,57;5,66;15,11
SVN;2006;3,7;5,86;15,11
SVN;2007;3,38;5,96;15,04
SVN;2008;4,31;5,83;16,41
SVN;2009;4,9;5,75;16,39
SVN;2010;4,75;5,85;16,26
SVN;2011;3,88;5,82;15,92
SVN;2012;4,33;5,69;15,55
SVN;2013;5,11;5,39;15,8
SVN;2014;6,6;4,18;17,15
SVN;2015;4,35;4,8;14,8
SVN;2016;5,06;5,45;16,23
SVN;2017;4,44;5,32;16,05
SVN;2018;5,22;5,12;16,12
SVN;2019;5,04;5,03;15,89
SVN;2020;5,58;4,96;16,89
SVN;2021;5,44;4,44;15,59
SVN;2022;3,93;3,75;13,27
SLB;2000;0;0,06;0,06
SLB;2001;0;0,06;0,06
SLB;2002;0;0,06;0,06
SLB;2003;0;0,06;0,06
SLB;2004;0;0,06;0,06
SLB;2005;0;0,07;0,07
SLB;2006;0;0,07;0,07
SLB;2007;0;0,08;0,08
SLB;2008;0;0,08;0,08
SLB;2009;0;0,08;0,08
SLB;2010;0;0,08;0,08
SLB;2011;0;0,08;0,08
SLB;2012;0;0,08;0,08
SLB;2013;0;0,09;0,09
SLB;2014;0;0,09;0,09
SLB;2015;0;0,09;0,09
SLB;2016;0;0,1;0,1
SLB;2017;0;0,1;0,1
SLB;2018;0;0,1;0,1
SLB;2019;0;0,1;0,1
SLB;2020;0;0,1;0,1
SLB;2021;0;0,11;0,11
SOM;2000;0;0,23;0,23
SOM;2001;0;0,25;0,25
SOM;2002;0;0,26;0,26
SOM;2003;0;0,26;0,26
SOM;2004;0;0,26;0,26
SOM;2005;0;0,27;0,27
SOM;2006;0;0,28;0,28
SOM;2007;0;0,29;0,29
SOM;2008;0;0,3;0,3
SOM;2009;0;0,31;0,31
SOM;2010;0;0,31;0,31
SOM;2011;0;0,31;0,31
SOM;2012;0;0,32;0,32
SOM;2013;0;0,33;0,33
SOM;2014;0;0,33;0,33
SOM;2015;0;0,33;0,33
SOM;2016;0,01;0,33;0,34
SOM;2017;0,02;0,33;0,35
SOM;2018;0,02;0,33;0,35
SOM;2019;0,02;0,33;0,35
SOM;2020;0,03;0,35;0,38
SOM;2021;0,04;0,37;0,41
ZAF;1985;0,624;135,445;143,491
ZAF;1986;1,623;136,03001;148,241
ZAF;1987;1,617;142,815;152,373
ZAF;1988;3,162;143,083;158,141
ZAF;1989;2,759;148,462;163,359
ZAF;1990;1,01;155,926;167,226
ZAF;1991;1,98;155,388;168,316
ZAF;1992;0,75200003;156,717;168,09
ZAF;1993;0,14600004;165,96;174,706
ZAF;1994;1,0739999;169,402;181,69
ZAF;1995;0,529;173,551;186,655
ZAF;1996;1,3789998;184,718;200,092
ZAF;1997;2,238;192,869;210,362
ZAF;1998;1,826;187,52701;205,374
ZAF;1999;0,92299986;186,662;203,012
ZAF;2000;1,79;181,67;196,47
ZAF;2001;2,46;183,36;196,54
ZAF;2002;2,81;188,79;203,59
ZAF;2003;1,19;204,39;218,24
ZAF;2004;1,33;212,63;228,24
ZAF;2005;1,75;215,23;229,22
ZAF;2006;3,28;223,25;236,6
ZAF;2007;1,3;232,91;246,81
ZAF;2008;1,66;226,32;240,73
ZAF;2009;1,86;218,17;231,6
ZAF;2010;2,51;227,57;242,98
ZAF;2011;2,49;229,06;244,49
ZAF;2012;1,66;226,84;240,9
ZAF;2013;1,62;223,28;238,51
ZAF;2014;3,38;218,42;236,56
ZAF;2015;6,09;214,88;231,94
ZAF;2016;7,69;213,09;235,99
ZAF;2017;10,04;212,77;237,9
ZAF;2018;12,22;214,25;237,03
ZAF;2019;12,57;208,39;234,56
ZAF;2020;12,83;197,5;221,95
ZAF;2021;16,88;194,17;223,2
KOR;1985;3,184966;42,189407;62,667202
KOR;1986;3,10988;37,267677;69,680595
KOR;1987;3,965371;35,424065;80,25135
KOR;1988;1,987232;49,172485;93,10885
KOR;1989;2,963969;51,379585;103,62361
KOR;1990;4,684946;58,935394;118,46079
KOR;1991;3,487046;69,641975;131,61615
KOR;1992;3,0994482;83,627365;146,43929
KOR;1993;4,230549;96,20532;161,90096
KOR;1994;2,349092;119,01199;183,36554
KOR;1995;3,011923;129,23291;203,54646
KOR;1996;2,830357;144,60672;225,84572
KOR;1997;2,895992;161,99995;246,58746
KOR;1998;4,343418;137,9539;237,1974
KOR;1999;4,2566705;148,2493;262,15216
KOR;2000;4,07;164,93;272,52
KOR;2001;4,21;181,18;291,92
KOR;2002;3,39;194,84;311,38
KOR;2003;5,07;195,91;324,17
KOR;2004;4,63;217,36;346,17
KOR;2005;4,02;222,77;364,38
KOR;2006;3,94;234,52;379,64
KOR;2007;4,42;261,76;402,78
KOR;2008;4,39;271,1;419,75
KOR;2009;4,65;281,14;426,91
KOR;2010;8,24;327,56;477,69
KOR;2011;12,29;340,3;500,35
KOR;2012;12,76;354,97;511,28
KOR;2013;14,62;370,13;517,21
KOR;2014;17,67;357,75;524,59
KOR;2015;19,24;348,3;524,7
KOR;2016;21,37;360,46;536,03
KOR;2017;25,98;373,8;541,06
KOR;2018;29,41;405,79;562,28
KOR;2019;31,92;383,8;554,4
KOR;2020;33,81;365,05;551,44
KOR;2021;45,75;392,25;588,52
SSD;2012;0;0,42;0,42
SSD;2013;0;0,44;0,44
SSD;2014;0;0,46;0,46
SSD;2015;0;0,54;0,54
SSD;2016;0;0,49;0,49
SSD;2017;0;0,51;0,51
SSD;2018;0,01;0,55;0,56
SSD;2019;0,01;0,55;0,56
SSD;2020;0,01;0,53;0,54
SSD;2021;0,01;0,56;0,57
ESP;1985;31,898;64,866;126,56194
ESP;1986;27,032;63,113;128,53664
ESP;1987;27,946;62,656;132,66545
ESP;1988;35,919;51,373;138,75905
ESP;1989;19,946062;70,158005;147,05452
ESP;1990;26,03;70,91;151,21
ESP;1991;27,810001;71,36;154,75
ESP;1992;19,6;81,31;156,69
ESP;1993;25,13;74,27;155,46
ESP;1994;29,06;76,53;160,9
ESP;1995;24,380001;85,76;165,6
ESP;1996;41,250004;75,79;173,37
ESP;1997;36,969997;96,869995;189,14
ESP;1998;36,89;97,509995;193,39
ESP;1999;27,210001;119,57;205,63
ESP;2000;34,49;124,22;220,92
ESP;2001;49,3;120,06;233,07
ESP;2002;33,17;143,72;239,91
ESP;2003;55,75;139,67;257,3
ESP;2004;50,13;159,91;273,65
ESP;2005;42,27;184,65;284,46
ESP;2006;52,15;182,98;295,26
ESP;2007;58,3;188,13;301,53
ESP;2008;62,15;189,55;310,67
ESP;2009;74,08;164,69;291,53
ESP;2010;97,77;138,39;298,15
ESP;2011;87,53;146,12;291,37
ESP;2012;86,97;145,33;293,77
ESP;2013;111,42;113,32;281,47
ESP;2014;110,26;107,37;274,94
ESP;2015;97,09;123,19;277,48
ESP;2016;104,63;107,93;271,19
ESP;2017;87,93;126,93;272,9
ESP;2018;103,88;112,23;271,88
ESP;2019;100,99;111,55;270,89
ESP;2020;113,79;87,64;259,73
ESP;2021;125,75;88,5;270,81
ESP;2022;120,24;106,14;284,81
LKA;1985;2,3956;;2,465
LKA;1986;2,6451;;2,6517
LKA;1987;2,177;;2,7072
LKA;1988;2,5967;;2,7984
LKA;1989;2,8012;;2,8579
LKA;1990;3,1448;;3,1498
LKA;1991;3,1166;;3,3771
LKA;1992;2,8999;;3,5397
LKA;1993;3,796;;3,9787
LKA;1994;4,0891;;4,38672
LKA;1995;4,5141;;4,80042
LKA;1996;3,2519;;4,52796
LKA;1997;3,44727;;5,14394
LKA;1998;3,91495;;5,67539
LKA;1999;4,1809936;;6,28075
LKA;2000;3,17;3,28;6,45
LKA;2001;3,09;3,44;6,53
LKA;2002;2,68;4,12;6,8
LKA;2003;3,27;4,14;7,41
LKA;2004;2,94;4,94;7,88
LKA;2005;3,43;5,5;8,93
LKA;2006;3,86;4,55;8,41
LKA;2007;3,94;5,57;9,51
LKA;2008;4,17;5,45;9,62
LKA;2009;3,95;5,66;9,61
LKA;2010;5,69;4,75;10,44
LKA;2011;4,72;6,47;11,19
LKA;2012;3,48;7,89;11,37
LKA;2013;7,14;4,52;11,66
LKA;2014;4,89;7,08;11,97
LKA;2015;6,36;6,36;12,72
LKA;2016;4,7;8,99;13,69
LKA;2017;4,65;10,04;14,69
LKA;2018;7,1;7,87;14,97
LKA;2019;5,77;10,11;15,88
LKA;2020;6;9,58;15,58
LKA;2021;6,17;10,19;16,36
SDN;2000;1,27;1,3;2,57
SDN;2001;1,37;1,47;2,84
SDN;2002;1,4;1,68;3,08
SDN;2003;1,31;2,03;3,34
SDN;2004;1,27;2,19;3,46
SDN;2005;1,44;2,37;3,81
SDN;2006;1,59;2,87;4,46
SDN;2007;1,7;3,24;4,94
SDN;2008;1,74;3,65;5,39
SDN;2009;3,44;2,98;6,42
SDN;2010;6,24;1,26;7,5
SDN;2011;6,55;1,84;8,39
SDN;2012;6,96;2,38;9,34
SDN;2013;8,53;1,71;10,24
SDN;2014;9,18;2,09;11,27
SDN;2015;8,99;3,83;12,82
SDN;2016;8,87;5,24;14,11
SDN;2017;10,12;5,1;15,22
SDN;2018;10,49;5,42;15,91
SDN;2019;10,74;5,56;16,3
SDN;2020;11,19;5,29;16,48
SDN;2021;10,97;5,62;16,59
SUR;2000;0,71;0,69;1,4
SUR;2001;0,73;0,69;1,42
SUR;2002;0,74;0,69;1,43
SUR;2003;0,75;0,69;1,44
SUR;2004;0,76;0,69;1,45
SUR;2005;0,82;0,7;1,52
SUR;2006;0,86;0,7;1,56
SUR;2007;0,86;0,7;1,56
SUR;2008;0,86;0,7;1,56
SUR;2009;0,86;0,7;1,56
SUR;2010;1,2;0,48;1,68
SUR;2011;1,03;0,86;1,89
SUR;2012;0,82;1,07;1,89
SUR;2013;0,83;1,09;1,92
SUR;2014;0,55;1,37;1,92
SUR;2015;0,49;1,46;1,95
SUR;2016;0,8;1,12;1,92
SUR;2017;0,93;0,95;1,88
SUR;2018;1;0,89;1,89
SUR;2019;0,96;0,99;1,95
SUR;2020;0,98;0,94;1,92
SUR;2021;1,02;1;2,02
SWE;1985;72,796;;137,14
SWE;1986;62,919;;138,651
SWE;1987;73,81899;;146,571
SWE;1988;71,929;;146,23
SWE;1989;73,944;;143,091
SWE;1990;74,450005;3,35;145,98
SWE;1991;65,11;5,1;146,97
SWE;1992;76,37;6,0200005;145,93
SWE;1993;76,87;6,99;145,26
SWE;1994;61,399998;8,14;142,7
SWE;1995;70,549995;7,7999997;148,28
SWE;1996;54;12,34;140,61
SWE;1997;72,02999;7,25;149,21
SWE;1998;78,1;7,1099997;158,79
SWE;1999;74,75;6,8999996;154,84
SWE;2000;83,14;4,77;145,23
SWE;2001;83,32;6,17;161,6
SWE;2002;71,15;7,44;146,7
SWE;2003;58,73;9,24;135,39
SWE;2004;68,18;6,02;151,69
SWE;2005;81,23;4,76;158,37
SWE;2006;71,06;5,24;143,28
SWE;2007;77,43;4,42;148,82
SWE;2008;81,41;4,6;149,9
SWE;2009;79,81;4,62;136,6
SWE;2010;82,09;8,53;148,45
SWE;2011;84,09;5,72;150,28
SWE;2012;98,3;4,09;166,43
SWE;2013;82,69;3,88;153,03
SWE;2014;85,74;2,93;153,55
SWE;2015;102,5;3,15;162
SWE;2016;89,13;3,66;155,89
SWE;2017;95,06;3,47;164,23
SWE;2018;91,15;3,66;163,36
SWE;2019;98,94;3,35;168,42
SWE;2020;112,15;2,44;163,79
SWE;2021;115,74;3,06;171,77
SWE;2022;117,4;3,06;171,68
CHE;1985;32,417072;;56,338123
CHE;1986;33,36328;;57,410492
CHE;1987;35,1857;;59,733856
CHE;1988;36,30807;;60,535755
CHE;1989;30,303928;;54,61077
CHE;1990;30,236847;;56,015427
CHE;1991;32,51816;;58,061848
CHE;1992;33,191654;;59,51792
CHE;1993;36,276196;;61,555614
CHE;1994;39,627556;;66,13424
CHE;1995;35,751568;;62,86267
CHE;1996;29,36998;;57,32835
CHE;1997;34,713455;;62,902084
CHE;1998;34,17541;;63,28794
CHE;1999;40,77026;;68,61732
CHE;2000;34;2,63;61,75
CHE;2001;38,44;2,72;66,63
CHE;2002;32,47;2,79;61,13
CHE;2003;32,11;2,86;61,08
CHE;2004;31,12;2,92;59,65
CHE;2005;28,85;2,97;53,93
CHE;2006;28,46;3,1;57,93
CHE;2007;32,56;3,01;62,06
CHE;2008;33,41;3,04;62,72
CHE;2009;33,03;3;62,3
CHE;2010;33,53;3,32;62,05
CHE;2011;30,3;3,34;59,2
CHE;2012;36,32;3,51;64,17
CHE;2013;36,37;3,48;64,72
CHE;2014;36,2;3,37;65,94
CHE;2015;36,73;3,33;62,15
CHE;2016;33,57;3,69;57,5
CHE;2017;33,45;3,67;56,62
CHE;2018;34,32;3,54;62,27
CHE;2019;37,64;3,58;66,5
CHE;2020;40,79;3,62;67,4
CHE;2021;40,11;2,26;60,72
SYR;2000;3,22;20,68;23,9
SYR;2001;3,4;21,92;25,32
SYR;2002;2,45;24,04;26,49
SYR;2003;2,75;25,18;27,93
SYR;2004;4,15;26,24;30,39
SYR;2005;4,31;28,78;33,09
SYR;2006;3,94;31,34;35,28
SYR;2007;3,47;33,06;36,53
SYR;2008;2,87;35,87;38,74
SYR;2009;1,88;38,96;40,84
SYR;2010;2,6;41,19;43,79
SYR;2011;3,28;36,27;39,55
SYR;2012;3,22;29,94;33,16
SYR;2013;2,98;20,83;23,81
SYR;2014;2,33;17,77;20,1
SYR;2015;0,42;16,53;16,95
SYR;2016;0,93;16,26;17,19
SYR;2017;0,76;16,62;17,38
SYR;2018;0,76;16,38;17,14
SYR;2019;0,76;15,84;16,6
SYR;2020;0,76;15,05;15,81
SYR;2021;0,76;16;16,76
TWN;1985;6,0040855;19,900927;55,55676
TWN;1986;6,134454;27,969757;62,333847
TWN;1987;5,5117784;28,929663;69,17906
TWN;1988;4,67697;39,45344;76,26122
TWN;1989;5,058898;48,903904;84,05781
TWN;1990;6,592808;48,927967;90,193535
TWN;1991;4,096871;58,13137;99,17755
TWN;1992;6,817615;63,056976;105,529785
TWN;1993;4,3415484;73,88471;115,20605
TWN;1994;5,3184853;80,57426;124,63488
TWN;1995;5,2232885;88,418236;133,11673
TWN;1996;5,212932;94,44001;141,96248
TWN;1997;5,771071;103,867676;150,48642
TWN;1998;6,809058;114,78639;163,2279
TWN;1999;5,8098907;120,86417;169,06456
TWN;2000;5,61;136,41;180,52
TWN;2001;6,43;142,54;184,46
TWN;2002;4,41;151,29;195,25
TWN;2003;4,84;161,47;205,2
TWN;2004;5,11;170,46;215,06
TWN;2005;6,03;177,67;223,67
TWN;2006;6,23;185,52;231,62
TWN;2007;6,76;191,89;239,19
TWN;2008;6,73;187,28;234,84
TWN;2009;6,31;178,86;226,74
TWN;2010;7,09;195,28;244
TWN;2011;7,4;199,75;249,27
TWN;2012;9,09;197,92;247,43
TWN;2013;9,24;198,26;249,14
TWN;2014;8,28;206,18;256,85
TWN;2015;8,8;209,84;255,11
TWN;2016;11,05;218,11;260,82
TWN;2017;10,71;233,77;266,93
TWN;2018;10,88;233,6;272,16
TWN;2019;13,45;225,21;270,98
TWN;2020;13,39;231,98;276,81
TWN;2021;15,65;244,31;287,75
TJK;2000;13,77;0,21;13,98
TJK;2001;14,06;0,16;14,22
TJK;2002;15,01;0,13;15,14
TJK;2003;16,17;0,16;16,33
TJK;2004;16,18;0,14;16,32
TJK;2005;16,8;0,13;16,93
TJK;2006;16,53;0,24;16,77
TJK;2007;16,94;0,38;17,32
TJK;2008;16,64;0,35;16,99
TJK;2009;15,74;0,22;15,96
TJK;2010;16,24;0,03;16,27
TJK;2011;16,04;0,03;16,07
TJK;2012;16,73;0,07;16,8
TJK;2013;16,9;0,05;16,95
TJK;2014;15,84;0,15;15,99
TJK;2015;16,83;0,15;16,98
TJK;2016;16,47;0,56;17,03
TJK;2017;16,96;0,93;17,89
TJK;2018;18,21;1,27;19,48
TJK;2019;19,17;1,42;20,59
TJK;2020;18,11;1,62;19,73
TJK;2021;18;1,73;19,73
TZA;2000;2,29;0,15;2,44
TZA;2001;2,66;0,07;2,73
TZA;2002;2,71;0,1;2,81
TZA;2003;2,54;0,08;2,62
TZA;2004;2,45;0,39;2,84
TZA;2005;2,13;1,3;3,43
TZA;2006;1,84;1,47;3,31
TZA;2007;2,85;1,21;4,06
TZA;2008;2,98;1,27;4,25
TZA;2009;3,06;1,59;4,65
TZA;2010;3,34;1,81;5,15
TZA;2011;2,53;2,48;5,01
TZA;2012;2,37;3,11;5,48
TZA;2013;2,29;3,49;5,78
TZA;2014;3,16;2,92;6,08
TZA;2015;2,95;3,61;6,56
TZA;2016;3,24;3,73;6,97
TZA;2017;3,25;3,77;7,02
TZA;2018;2,83;4,4;7,23
TZA;2019;3,11;4,49;7,6
TZA;2020;3,74;4,27;8,01
TZA;2021;3,65;4,52;8,17
THA;1985;3,691;19,330914;23,02995
THA;1986;5,5317;19,138111;24,66981
THA;1987;4,06115;24,512459;28,57361
THA;1988;3,74836;28,664879;32,41324
THA;1989;5,53378;31,8196;37,35338
THA;1990;4,925119;39,18739;44,11251
THA;1991;4,535017;45,58537;50,12039
THA;1992;4,179801;52,84835;57,02815
THA;1993;3,6419299;59,695396;63,33733
THA;1994;4,4543657;66,64806;71,10243
THA;1995;6,7357597;73,00145;79,73721
THA;1996;7,422123;79,56951;86,99163
THA;1997;7,3555;85,30626;92,66128
THA;1998;5,398333;84,13468;89,53301
THA;1999;3,8571012;86,32422;90,21529
THA;2000;6,38;83,15;89,53
THA;2001;6,76;88,97;95,73
THA;2002;8,07;93,51;101,58
THA;2003;8,36;100,61;108,97
THA;2004;7,63;109,46;117,09
THA;2005;7,42;115,58;123
THA;2006;9,82;119,41;129,23
THA;2007;10,2;122,12;132,32
THA;2008;8,95;127,43;136,38
THA;2009;9,09;128,09;137,18
THA;2010;8,58;141,72;150,3
THA;2011;11,83;135,31;147,14
THA;2012;13,42;143,73;157,15
THA;2013;12,33;148,29;160,62
THA;2014;13,68;149,26;162,94
THA;2015;13,33;153,4;166,73
THA;2016;15,97;161,79;177,76
THA;2017;19,92;161,88;181,8
THA;2018;25,84;156,26;182,1
THA;2019;28,02;162,59;190,61
THA;2020;24,73;154,52;179,25
THA;2021;27,11;159,77;186,88
TLS;2003;0;0,06;0,06
TLS;2004;0;0,07;0,07
TLS;2005;0;0,07;0,07
TLS;2006;0;0,07;0,07
TLS;2007;0;0,09;0,09
TLS;2008;0;0,11;0,11
TLS;2009;0;0,13;0,13
TLS;2010;0;0,14;0,14
TLS;2011;0;0,14;0,14
TLS;2012;0;0,13;0,13
TLS;2013;0;0,29;0,29
TLS;2014;0;0,35;0,35
TLS;2015;0;0,35;0,35
TLS;2016;0;0,41;0,41
TLS;2017;0;0,43;0,43
TLS;2018;0;0,45;0,45
TLS;2019;0;0,52;0,52
TLS;2020;0;0,5;0,5
TLS;2021;0;0,53;0,53
TGO;2000;0,1;0,07;0,17
TGO;2001;0,05;0,07;0,12
TGO;2002;0,09;0,06;0,15
TGO;2003;0,12;0,05;0,17
TGO;2004;0,08;0,1;0,18
TGO;2005;0,07;0,11;0,18
TGO;2006;0,09;0,12;0,21
TGO;2007;0,09;0,09;0,18
TGO;2008;0,09;0,03;0,12
TGO;2009;0,11;0,03;0,14
TGO;2010;0,09;0,08;0,17
TGO;2011;0,1;0,02;0,12
TGO;2012;0,09;0,02;0,11
TGO;2013;0,04;0,06;0,1
TGO;2014;0,12;0,08;0,2
TGO;2015;0,06;0,31;0,37
TGO;2016;0,2;0,23;0,43
TGO;2017;0,21;0,56;0,77
TGO;2018;0,21;0,36;0,57
TGO;2019;0,25;0,45;0,7
TGO;2020;0,15;0,43;0,58
TGO;2021;0,17;0,46;0,63
TON;2000;0;0,03;0,03
TON;2001;0;0,04;0,04
TON;2002;0;0,04;0,04
TON;2003;0;0,04;0,04
TON;2004;0;0,04;0,04
TON;2005;0;0,05;0,05
TON;2006;0;0,05;0,05
TON;2007;0;0,05;0,05
TON;2008;0;0,05;0,05
TON;2009;0;0,05;0,05
TON;2010;0;0,05;0,05
TON;2011;0;0,05;0,05
TON;2012;0;0,05;0,05
TON;2013;0;0,05;0,05
TON;2014;0;0,05;0,05
TON;2015;0;0,05;0,05
TON;2016;0;0,05;0,05
TON;2017;0,01;0,05;0,06
TON;2018;0,01;0,06;0,07
TON;2019;0,01;0,06;0,07
TON;2020;0,01;0,06;0,07
TON;2021;0,01;0,07;0,08
TTO;1985;0,017;;3,023
TTO;1986;0,026;;3,291
TTO;1987;0,031;;3,481
TTO;1988;0,027;;3,485
TTO;1989;0,026;;3,428
TTO;1990;0,031;;3,577
TTO;1991;0,025;;3,72
TTO;1992;0,03;;3,976
TTO;1993;0,028;;3,817
TTO;1994;0,032;;4,069
TTO;1995;0,033;;4,307
TTO;1996;0,017;;4,541
TTO;1997;0,018;;4,988
TTO;1998;0,018;;5,169
TTO;1999;0,018;;5,247
TTO;2000;0,02;5,11;5,13
TTO;2001;0,02;5,29;5,31
TTO;2002;0,02;5,29;5,31
TTO;2003;0,03;6,03;6,06
TTO;2004;0,03;6,02;6,05
TTO;2005;0,03;6,6;6,63
TTO;2006;0,03;6,71;6,74
TTO;2007;0,03;7,19;7,22
TTO;2008;0;7,26;7,26
TTO;2009;0;7,37;7,37
TTO;2010;0;7,97;7,97
TTO;2011;0;8,24;8,24
TTO;2012;0;8,58;8,58
TTO;2013;0;8,93;8,93
TTO;2014;0;8,86;8,86
TTO;2015;0,01;8,99;9
TTO;2016;0,01;8,85;8,86
TTO;2017;0,01;8,76;8,77
TTO;2018;0,01;8,67;8,68
TTO;2019;0,01;8,63;8,64
TTO;2020;0,01;8,2;8,21
TTO;2021;0,01;8,72;8,73
TUN;2000;0,08;9,88;9,96
TUN;2001;0,07;10,64;10,71
TUN;2002;0,09;11,04;11,13
TUN;2003;0,19;11,48;11,67
TUN;2004;0,19;12,1;12,29
TUN;2005;0,18;12,79;12,97
TUN;2006;0,13;13,15;13,28
TUN;2007;0,09;12,83;12,92
TUN;2008;0,07;13,44;13,51
TUN;2009;0,18;14,17;14,35
TUN;2010;0,19;14,76;14,95
TUN;2011;0,16;15,17;15,33
TUN;2012;0,32;16,48;16,8
TUN;2013;0,44;16,64;17,08
TUN;2014;0,59;17,27;17,86
TUN;2015;0,58;17,77;18,35
TUN;2016;0,63;17,86;18,49
TUN;2017;0,6;18,57;19,17
TUN;2018;0,64;18,88;19,52
TUN;2019;0,82;19,73;20,55
TUN;2020;0,85;18,73;19,58
TUN;2021;1;19,93;20,93
TUR;1985;12,0508995;22,168;34,2189
TUR;1986;11,9162;27,7786;39,6948
TUR;1987;18,6757;25,6772;44,3529
TUR;1988;29,018;19,0308;48,0488
TUR;1989;18,0022;34,041;52,0432
TUR;1990;23,23;34,309998;57,54
TUR;1991;22,800001;37,44;60,24
TUR;1992;26,689999;40,660004;67,35
TUR;1993;34,090004;39,72;73,81
TUR;1994;30,72;47,61;78,33
TUR;1995;35,850002;50,4;86,25
TUR;1996;40,730003;54,129997;94,86
TUR;1997;40,190002;63,11;103,3
TUR;1998;42,56;68,47;111,03
TUR;1999;34,910004;81,53;116,44
TUR;2000;31,16;93,17;124,33
TUR;2001;24,34;97,85;122,19
TUR;2002;33,96;94,46;128,42
TUR;2003;35,56;103,96;139,52
TUR;2004;46,31;103,43;149,74
