isoCode;date;Generation from Renewables (TWh);Generation from Fossil Fuels (TWh);Total Generation (TWh)
AFG;2000;0,31;0,16;0,47
AFG;2001;0,5;0,09;0,59
AFG;2002;0,56;0,13;0,69
AFG;2003;0,63;0,31;0,94
AFG;2004;0,56;0,33;0,89
AFG;2005;0,59;0,34;0,93
AFG;2006;0,64;0,2;0,84
AFG;2007;0,75;0,2;0,95
AFG;2008;0,54;0,19;0,73
AFG;2009;0,78;0,16;0,94
AFG;2010;0,75;0,19;0,94
AFG;2011;0,6;0,18;0,78
AFG;2012;0,74;0,14;0,88
AFG;2013;0,89;0,22;1,11
AFG;2014;1;0,16;1,16
AFG;2015;1,03;0,15;1,18
AFG;2016;1,06;0,15;1,21
AFG;2017;1,09;0,18;1,27
AFG;2018;0,97;0,2;1,17
AFG;2019;0,89;0,18;1,07
AFG;2020;0,68;0,12;0,8
AFG;2021;0,7;0,13;0,83
ALB;1990;2,85;0,45;3,3
ALB;1991;3,52;0,3;3,82
ALB;1992;3,23;0,17;3,4
ALB;1993;3,31;0,22;3,53
ALB;1994;3,77;0,17;3,94
ALB;1995;4,2;0,27;4,47
ALB;1996;5,73;0,26;5,99
ALB;1997;5,03;0,2;5,23
ALB;1998;4,92;0,19;5,11
ALB;1999;5,28;0,14;5,42
ALB;2000;4,59;0,18;4,77
ALB;2001;3,56;0,17;3,73
ALB;2002;3,51;0,23;3,74
ALB;2003;4,89;0,11;5
ALB;2004;5,47;0,14;5,61
ALB;2005;5,37;0,07;5,44
ALB;2006;5,43;0,09;5,52
ALB;2007;2,79;0,07;2,86
ALB;2008;3,8;0;3,8
ALB;2009;5,2;0;5,2
ALB;2010;7,57;0;7,57
ALB;2011;4,13;0,06;4,19
ALB;2012;4,72;0;4,72
ALB;2013;6,96;0;6,96
ALB;2014;4,72;0;4,72
ALB;2015;5,89;0;5,89
ALB;2016;7,78;0;7,78
ALB;2017;4,52;0;4,52
ALB;2018;8,55;0;8,55
ALB;2019;5,2;0;5,2
ALB;2020;5,31;0;5,31
DZA;1985;0,646;;12,274
DZA;1986;0,25;;12,981
DZA;2000;0,05;23,84;23,89
DZA;1987;0,499;;12,722
DZA;1988;0,183;;13,966
DZA;2001;0,07;24,96;25,03
DZA;1989;0,226;;15,324
DZA;1990;0,135;;16,104
DZA;2002;0,06;25,93;25,99
DZA;1991;0,293;;17,345
DZA;1992;0,199;;18,286
DZA;2003;0,26;27,55;27,81
DZA;1993;0,353;;19,414
DZA;1994;0,166;;19,883
DZA;2004;0,25;29,14;29,39
DZA;1995;0,193;;19,715
DZA;1996;0,135;;20,654
DZA;2005;0,55;31,36;31,91
DZA;1997;0,075;;21,497
DZA;1998;0,215;;23,262
DZA;2006;0,22;32,91;33,13
DZA;1999;0,203;;24,757
DZA;2007;0,22;34,76;34,98
DZA;2008;0,28;37,55;37,83
DZA;2009;0,3;35,91;36,21
DZA;2010;0,17;42,83;43
DZA;2011;0,5;47,67;48,17
DZA;2012;0,62;53,37;53,99
DZA;2013;0,33;55,98;56,31
DZA;2014;0,25;60,15;60,4
DZA;2015;0,22;64,46;64,68
DZA;2016;0,34;66,42;66,76
DZA;2017;0,64;70,86;71,5
DZA;2018;0,78;71,33;72,11
DZA;2019;0,84;75,85;76,69
DZA;2020;0,72;72,02;72,74
DZA;2021;0,91;76,63;77,54
ASM;2000;0;0,16;0,16
ASM;2001;0;0,16;0,16
ASM;2002;0;0,17;0,17
ASM;2003;0;0,18;0,18
ASM;2004;0;0,18;0,18
ASM;2005;0;0,18;0,18
ASM;2006;0;0,18;0,18
ASM;2007;0;0,18;0,18
ASM;2008;0;0,19;0,19
ASM;2009;0;0,18;0,18
ASM;2010;0;0,16;0,16
ASM;2011;0;0,16;0,16
ASM;2012;0;0,16;0,16
ASM;2013;0;0,16;0,16
ASM;2014;0;0,16;0,16
ASM;2015;0;0,16;0,16
ASM;2016;0;0,17;0,17
ASM;2017;0;0,17;0,17
ASM;2018;0;0,16;0,16
ASM;2019;0;0,16;0,16
ASM;2020;0;0,15;0,15
ASM;2021;0;0,16;0,16
AGO;2000;0,9;0,5;1,4
AGO;2001;1,01;0,58;1,59
AGO;2002;1,13;0,58;1,71
AGO;2003;1,23;0,71;1,94
AGO;2004;1,73;0,45;2,18
AGO;2005;2,2;0,53;2,73
AGO;2006;2,64;0,6;3,24
AGO;2007;2,47;0,68;3,15
AGO;2008;3,1;0,96;4,06
AGO;2009;3,06;1,54;4,6
AGO;2010;3,68;1,64;5,32
AGO;2011;3,98;1,55;5,53
AGO;2012;3,74;2,29;6,03
AGO;2013;4,73;3,24;7,97
AGO;2014;6,15;3,07;9,22
AGO;2015;6,21;3,1;9,31
AGO;2016;6,98;3,23;10,21
AGO;2017;7,77;2,9;10,67
AGO;2018;9,98;2,86;12,84
AGO;2019;11,14;4,26;15,4
AGO;2020;12,23;4,37;16,6
AGO;2021;11,8;4,63;16,43
ATG;2000;0;0,14;0,14
ATG;2001;0;0,16;0,16
ATG;2002;0;0,18;0,18
ATG;2003;0;0,2;0,2
ATG;2004;0;0,21;0,21
ATG;2005;0;0,23;0,23
ATG;2006;0;0,24;0,24
ATG;2007;0;0,26;0,26
ATG;2008;0;0,27;0,27
ATG;2009;0;0,31;0,31
ATG;2010;0;0,32;0,32
ATG;2011;0;0,32;0,32
ATG;2012;0;0,31;0,31
ATG;2013;0;0,31;0,31
ATG;2014;0;0,32;0,32
ATG;2015;0,01;0,32;0,33
ATG;2016;0;0,32;0,32
ATG;2017;0,01;0,32;0,33
ATG;2018;0,01;0,32;0,33
ATG;2019;0,01;0,33;0,34
ATG;2020;0,02;0,31;0,33
ATG;2021;0,02;0,33;0,35
ARG;1985;20,77313;18,763279;45,303726
ARG;1986;21,154238;22,158092;49,022194
ARG;1987;22,018503;23,631193;52,11528
ARG;1988;15,382105;31,288162;52,49952
ARG;1989;13,293395;32,405304;50,862812
ARG;1990;17,846197;25,455946;51,004894
ARG;1991;16,000261;29,511961;53,85427
ARG;1992;19,295076;29,28672;56,107098
ARG;1993;23,864302;29,865849;61,86878
ARG;1994;27,385681;29,621593;65,62203
ARG;1995;26,622698;32,992935;67,16925
ARG;1996;22,704325;39,08555;69,75982
ARG;1997;28,118015;36,123695;72,46247
ARG;1998;26,714956;39,87807;74,169556
ARG;1999;21,693598;51,668743;80,744736
ARG;2000;28,89;50,37;85,25
ARG;2001;37,04;42,91;86,49
ARG;2002;36,06;39,7;81,15
ARG;2003;34,38;46,73;88,14
ARG;2004;31,03;57,35;95,69
ARG;2005;34,6;59,89;100,86
ARG;2006;38,67;65,58;111,4
ARG;2007;31,18;72,95;110,85
ARG;2008;31,28;76,62;114,75
ARG;2009;34,7;74,01;116,3
ARG;2010;34,41;78,54;119,64
ARG;2011;32,43;84,43;122,75
ARG;2012;30,93;91,86;128,69
ARG;2013;35,03;91,55;132,31
ARG;2014;34,37;92,18;131,81
ARG;2015;33,97;97,18;137,79
ARG;2016;31,02;100,8;139,64
ARG;2017;33,4;99,4;138,57
ARG;2018;34,97;98,31;139,79
ARG;2019;34,63;90,56;133,16
ARG;2020;37,05;91,58;138,69
ARG;2021;37,18;99,33;146,68
ARM;2000;1,25;2,53;5,62
ARM;2001;0,96;2,62;5,57
ARM;2002;1,64;1,48;5,21
ARM;2003;1,96;1,43;5,21
ARM;2004;1,98;1,72;5,9
ARM;2005;1,75;1,72;5,97
ARM;2006;1,81;1,39;5,62
ARM;2007;1,83;1,4;5,58
ARM;2008;1,78;1,42;5,47
ARM;2009;2;1,08;5,37
ARM;2010;2,54;1,35;6,18
ARM;2011;2,46;2,25;7,07
ARM;2012;2,3;3,19;7,61
ARM;2013;2,15;2,98;7,3
ARM;2014;1,97;3,09;7,33
ARM;2015;2,18;2,63;7,38
ARM;2016;2,33;2,43;6,95
ARM;2017;2,25;2,7;7,36
ARM;2018;2,31;3,17;7,38
ARM;2019;2,41;2,86;7,3
ARM;2020;1,92;2,98;7,45
ARM;2021;2,29;3,18;7,32
ABW;2000;0;0,73;0,73
ABW;2001;0;0,76;0,76
ABW;2002;0;0,77;0,77
ABW;2003;0;0,79;0,79
ABW;2004;0;0,81;0,81
ABW;2005;0;0,86;0,86
ABW;2006;0;0,85;0,85
ABW;2007;0;0,88;0,88
ABW;2008;0;0,86;0,86
ABW;2009;0,03;0,87;0,9
ABW;2010;0,11;0,78;0,89
ABW;2011;0,11;0,77;0,88
ABW;2012;0,14;0,73;0,87
ABW;2013;0,15;0,74;0,89
ABW;2014;0,16;0,73;0,89
ABW;2015;0,18;0,75;0,93
ABW;2016;0,14;0,76;0,9
ABW;2017;0,14;0,79;0,93
ABW;2018;0,15;0,76;0,91
ABW;2019;0,15;0,77;0,92
ABW;2020;0,15;0,73;0,88
ABW;2021;0,15;0,78;0,93
AUS;1985;14,396511;105,542;123,673
AUS;1986;14,485799;110,142;129,527
AUS;1987;14,0837965;117,136;135,815
AUS;1988;15,065444;123,16;143,374
AUS;1989;15,063669;131,712;151,433
AUS;1990;15,518999;139,4025;155,6535
AUS;1991;16,37845;141,30305;157,9635
AUS;1992;16,6236;144,3579;161,4005
AUS;1993;17,0736;147,8949;165,3825
AUS;1994;16,869402;152,97911;170,1425
AUS;1995;16,48465;158,38585;175,2245
AUS;1996;16,947601;162,8564;180,127
AUS;1997;16,98765;171,65186;188,9795
AUS;1998;16,9326;182,1884;199,471
AUS;1999;17,498598;189,04091;206,8995
AUS;2000;17,11;181,05;198,16
AUS;2001;17,4;194,33;211,73
AUS;2002;17,35;197,29;214,64
AUS;2003;18,5;195,13;213,63
AUS;2004;19,41;203,66;223,07
AUS;2005;19,75;195,95;215,7
AUS;2006;21,19;198,72;219,91
AUS;2007;20,93;208,59;229,52
AUS;2008;18,49;211,06;229,55
AUS;2009;18,32;216,42;234,74
AUS;2010;21,13;212,5;233,63
AUS;2011;27,33;213,56;240,89
AUS;2012;26,63;206,75;233,38
AUS;2013;34,2;195,78;229,98
AUS;2014;36,15;205,46;241,61
AUS;2015;33,12;197,72;230,84
AUS;2016;38,41;207,66;246,07
AUS;2017;40,77;209,14;249,91
AUS;2018;42,93;207,45;250,38
AUS;2019;53,41;196,45;249,86
AUS;2020;63,99;186,92;250,91
AUS;2021;71,98;175,08;247,06
AUT;1985;31,718473;;43,742
AUT;1986;32,19143;;43,977
AUT;1987;36,293808;;49,688
AUT;1988;36,351048;;48,149
AUT;1989;36,186882;;49,155
AUT;1990;32,64;16,66;49,3
AUT;1991;32,65;17,529999;50,18
AUT;1992;36,16;13,79;49,95
AUT;1993;38,05;13,32;51,37
AUT;1994;36,899998;15,210001;52,11
AUT;1995;38,91;16,27;55,18
AUT;1996;35,79;17,78;53,57
AUT;1997;37,82;17,86;55,68
AUT;1998;39,03;16,89;55,92
AUT;1999;42,35;17,57;59,92
AUT;2000;43,44;16,41;59,85
AUT;2001;42,24;18,82;61,06
AUT;2002;41,9;18,79;60,69
AUT;2003;35,24;22,82;58,06
AUT;2004;39,62;22,31;61,93
AUT;2005;40,88;23,61;64,49
AUT;2006;40,66;21,62;62,28
AUT;2007;43,17;19,74;62,91
AUT;2008;44,53;19,97;64,5
AUT;2009;47,18;19,12;66,3
AUT;2010;44,99;22,92;67,91
AUT;2011;40,91;21,35;62,26
AUT;2012;51,33;17,37;68,7
AUT;2013;50,5;14,09;64,59
AUT;2014;50,2;11,42;61,62
AUT;2015;47,59;14,26;61,85
AUT;2016;51,08;14,17;65,25
AUT;2017;51,05;16,37;67,42
AUT;2018;50,06;14,98;65,04
AUT;2019;54,64;16,22;70,86
AUT;2020;55,42;13,77;69,19
AUT;2021;52,75;14,2;66,95
AUT;2022;49,35;15,34;64,69
AZE;1990;1,658;;23,152
AZE;1991;1,7593;;23,4495
AZE;1992;1,7473;;19,7626
AZE;1993;2,426;;19,051
AZE;1994;1,83;;17,571
AZE;1995;1,556;;17,044
AZE;1996;1,537;;17,085
AZE;1997;1,712;;16,836
AZE;1998;1,951;;17,995
AZE;1999;1,506;;18,176
AZE;2000;1,52;16,13;17,65
AZE;2001;1,29;16,61;17,9
AZE;2002;2;16,47;18,47
AZE;2003;2,44;17,69;20,13
AZE;2004;2,73;17,76;20,49
AZE;2005;2,98;17,12;20,1
AZE;2006;2,49;19,83;22,32
AZE;2007;2,34;18,31;20,65
AZE;2008;2,21;18,24;20,45
AZE;2009;2,29;15,57;17,86
AZE;2010;3,41;14,34;17,75
AZE;2011;2,65;16,57;19,22
AZE;2012;1,8;19,9;21,7
AZE;2013;1,47;20,56;22,03
AZE;2014;1,29;22,03;23,32
AZE;2015;1,62;21,66;23,28
AZE;2016;2;21,57;23,57
AZE;2017;1,79;21,17;22,96
AZE;2018;1,87;21,95;23,82
AZE;2019;1,69;22,91;24,6
AZE;2020;1,22;23,16;24,38
AZE;2021;1,42;24,87;26,29
BHS;2000;0;1,57;1,57
BHS;2001;0;1,63;1,63
BHS;2002;0;1,72;1,72
BHS;2003;0;1,81;1,81
BHS;2004;0;1,79;1,79
BHS;2005;0;1,89;1,89
BHS;2006;0;1,93;1,93
BHS;2007;0;2,05;2,05
BHS;2008;0;2,05;2,05
BHS;2009;0;1,95;1,95
BHS;2010;0;1,89;1,89
BHS;2011;0;1,93;1,93
BHS;2012;0;1,79;1,79
BHS;2013;0;1,77;1,77
BHS;2014;0;1,81;1,81
BHS;2015;0;1,88;1,88
BHS;2016;0;1,85;1,85
BHS;2017;0;1,87;1,87
BHS;2018;0;2,14;2,14
BHS;2019;0;2,1;2,1
BHS;2020;0;1,99;1,99
BHS;2021;0;2,12;2,12
BHR;2000;0;13,02;13,02
BHR;2001;0;13,74;13,74
BHR;2002;0;14,33;14,33
BHR;2003;0;14,75;14,75
BHR;2004;0;15,18;15,18
BHR;2005;0;18,2;18,2
BHR;2006;0;19,78;19,78
BHR;2007;0;20,42;20,42
BHR;2008;0;21,45;21,45
BHR;2009;0;21,21;21,21
BHR;2010;0;22,39;22,39
BHR;2011;0;22,88;22,88
BHR;2012;0;23,29;23,29
BHR;2013;0;24,36;24,36
BHR;2014;0,01;25,62;25,63
BHR;2015;0,01;26,78;26,79
BHR;2016;0,01;26,8;26,81
BHR;2017;0,01;27,47;27,48
BHR;2018;0,01;27,77;27,78
BHR;2019;0,01;31,43;31,44
BHR;2020;0,01;29,85;29,86
BHR;2021;0,01;31,75;31,76
BGD;1985;0,739;;4,528
BGD;1986;0,45;;4,8
BGD;1987;0,517;;5,587
BGD;1988;0,675;;6,541
BGD;1989;0,92;;7,115
BGD;1990;0,884;;7,732
BGD;1991;0,838;;8,27
BGD;1992;0,796;;8,894
BGD;1993;0,608;;9,206
BGD;1994;0,847;;9,784
BGD;1995;0,372;;10,806
BGD;1996;0,739;;11,474
BGD;1997;0,719;;11,858
BGD;1998;0,865;;12,882
BGD;1999;0,833;;14,45
BGD;2000;0,94;13,93;14,87
BGD;2001;0,98;15,41;16,39
BGD;2002;1,05;16,55;17,6
BGD;2003;1,12;17,47;18,59
BGD;2004;1,21;22,05;23,26
BGD;2005;1,28;24,15;25,43
BGD;2006;1,39;27,86;29,25
BGD;2007;0,76;28,45;29,21
BGD;2008;0,96;31,36;32,32
BGD;2009;0,47;34,6;35,07
BGD;2010;0,84;37,65;38,49
BGD;2011;0,99;40,67;41,66
BGD;2012;0,93;44,9;45,83
BGD;2013;1,09;48,93;50,02
BGD;2014;0,81;51,77;52,58
BGD;2015;0,83;54,77;55,6
BGD;2016;1,27;63,57;64,84
BGD;2017;1,32;67,59;68,91
BGD;2018;1,4;72,57;73,97
BGD;2019;1,14;78,37;79,51
BGD;2020;1,31;74,42;75,73
BGD;2021;1,39;79,18;80,57
BRB;2000;0;0,76;0,76
BRB;2001;0;0,8;0,8
BRB;2002;0;0,83;0,83
BRB;2003;0;0,87;0,87
BRB;2004;0;0,9;0,9
BRB;2005;0;0,95;0,95
BRB;2006;0;0,98;0,98
BRB;2007;0;1;1
BRB;2008;0;1,01;1,01
BRB;2009;0;1,02;1,02
BRB;2010;0;0,97;0,97
BRB;2011;0;0,99;0,99
BRB;2012;0;1,06;1,06
BRB;2013;0;0,95;0,95
BRB;2014;0,01;0,96;0,97
BRB;2015;0,01;0,97;0,98
BRB;2016;0,02;0,98;1
BRB;2017;0,03;0,98;1,01
BRB;2018;0,03;0,97;1
BRB;2019;0,04;0,98;1,02
BRB;2020;0,07;0,93;1
BRB;2021;0,08;0,99;1,07
BLR;1990;0,02;;39,526
BLR;1991;0,018;;38,735
BLR;1992;0,017;;37,595
BLR;1993;0,019;;33,369
BLR;1994;0,019;;31,397
BLR;1995;0,02;;24,918
BLR;1996;0,016;;23,728
BLR;1997;0,021;;26,057
BLR;1998;0,028;;23,492
BLR;1999;0,019;;26,516
BLR;2000;0,03;24,51;24,54
BLR;2001;0,03;23,53;23,56
BLR;2002;0,03;24,84;24,87
BLR;2003;0,03;25;25,03
BLR;2004;0,03;29,31;29,34
BLR;2005;0,04;29,07;29,11
BLR;2006;0,06;29,79;29,85
BLR;2007;0,07;29,81;29,88
BLR;2008;0,11;32,8;32,91
BLR;2009;0,1;28,38;28,48
BLR;2010;0,12;32,68;32,8
BLR;2011;0,12;30,13;30,25
BLR;2012;0,15;28,78;28,93
BLR;2013;0,29;29,32;29,61
BLR;2014;0,27;32,36;32,63
BLR;2015;0,28;31,74;32,02
BLR;2016;0,4;31,16;31,56
BLR;2017;0,74;31,71;32,45
BLR;2018;0,81;35,86;36,67
BLR;2019;0,93;36,75;37,68
BLR;2020;1,28;34,59;36,21
BLR;2021;1,31;36,78;43,87
BEL;1985;0,34;;57,322
BEL;1986;0,462;;58,676
BEL;1987;0,577;;63,367
BEL;1988;0,547;;65,349
BEL;1989;0,503;;67,547
BEL;1990;0,56;27,01;70,29
BEL;1991;0,54;27,79;71,19
BEL;1992;0,62;27,34;71,42
BEL;1993;0,51;27,64;70,08
BEL;1994;0,61;30,11;71,34
BEL;1995;0,66999996;31,490002;73,52
BEL;1996;0,56;31,240002;75,14
BEL;1997;0,6;29,869999;77,88
BEL;1998;0,76;35,16;82,09
BEL;1999;0,85;33,5;83,37
BEL;2000;1,05;33,58;82,79
BEL;2001;1,08;31,2;78,63
BEL;2002;1,14;32,44;80,94
BEL;2003;1,2;34,99;83,57
BEL;2004;1,5;34,11;82,92
BEL;2005;2,11;34,39;84,1
BEL;2006;2,96;33,46;83,07
BEL;2007;3,49;34,84;86,56
BEL;2008;4,42;32,82;82,81
BEL;2009;5,45;37;89,67
BEL;2010;6,54;38,39;92,87
BEL;2011;8,31;32,51;89,05
BEL;2012;10,51;30,62;81,42
BEL;2013;11,71;27,37;81,72
BEL;2014;12,21;25,03;70,94
BEL;2015;14,45;27,57;68,12
BEL;2016;14,25;26,19;83,96
BEL;2017;15,8;26,9;84,93
BEL;2018;17,17;27,75;73,52
BEL;2019;19,47;29,32;92,31
BEL;2020;23,46;30;87,89
BEL;2021;22,73;25,97;99,03
BEL;2022;24,07;26,38;94,58
BLZ;2000;0,1;0,07;0,17
BLZ;2001;0,1;0,05;0,15
BLZ;2002;0,1;0,05;0,15
BLZ;2003;0,07;0,1;0,17
BLZ;2004;0,07;0,09;0,16
BLZ;2005;0,08;0,09;0,17
BLZ;2006;0,19;0,04;0,23
BLZ;2007;0,19;0,05;0,24
BLZ;2008;0,2;0,02;0,22
BLZ;2009;0,21;0,05;0,26
BLZ;2010;0,32;0,17;0,49
BLZ;2011;0,3;0,13;0,43
BLZ;2012;0,28;0,19;0,47
BLZ;2013;0,31;0,14;0,45
BLZ;2014;0,33;0,18;0,51
BLZ;2015;0,32;0,22;0,54
BLZ;2016;0,36;0,17;0,53
BLZ;2017;0,47;0,28;0,75
BLZ;2018;0,47;0,31;0,78
BLZ;2019;0,48;0,39;0,87
BLZ;2020;0,26;0,36;0,62
BLZ;2021;0,26;0,38;0,64
BEN;2000;0;0,08;0,08
BEN;2001;0;0,06;0,06
BEN;2002;0;0,06;0,06
BEN;2003;0;0,07;0,07
BEN;2004;0;0,08;0,08
BEN;2005;0;0,1;0,1
BEN;2006;0;0,14;0,14
BEN;2007;0;0,2;0,2
BEN;2008;0;0,21;0,21
BEN;2009;0;0,12;0,12
BEN;2010;0;0,11;0,11
BEN;2011;0;0,09;0,09
BEN;2012;0;0,05;0,05
BEN;2013;0;0,09;0,09
BEN;2014;0;0,22;0,22
BEN;2015;0;0,3;0,3
BEN;2016;0;0,25;0,25
BEN;2017;0;0,31;0,31
BEN;2018;0;0,19;0,19
BEN;2019;0,01;0,19;0,2
BEN;2020;0,01;0,22;0,23
BEN;2021;0,01;0,23;0,24
BMU;2000;0;0;0
BMU;2001;0;0;0
BMU;2002;0;0;0
BMU;2003;0;0;0
BMU;2004;0;0;0
BMU;2005;0;0;0
BMU;2006;0;0;0
BMU;2007;0;0;0
BMU;2008;0;0;0
BMU;2009;0;0;0
BMU;2010;0;0;0
BMU;2011;0;0;0
BMU;2012;0;0;0
BMU;2013;0;0;0
BMU;2014;0;0;0
BMU;2015;0;0;0
BMU;2016;0;0;0
BMU;2017;0;0;0
BMU;2018;0;0;0
BMU;2019;0;0;0
BMU;2020;0;0;0
BMU;2021;0;0;0
BTN;2000;1,79;0;1,79
BTN;2001;1,92;0;1,92
BTN;2002;2,18;0;2,18
BTN;2003;2,5;0;2,5
BTN;2004;2,33;0;2,33
BTN;2005;2,62;0;2,62
BTN;2006;4,47;0;4,47
BTN;2007;6,49;0;6,49
BTN;2008;6,89;0;6,89
BTN;2009;6,93;0;6,93
BTN;2010;7,26;0;7,26
BTN;2011;6,97;0;6,97
BTN;2012;6,74;0;6,74
BTN;2013;7,53;0;7,53
BTN;2014;7,15;0;7,15
BTN;2015;7,73;0;7,73
BTN;2016;7,88;0;7,88
BTN;2017;7,65;0;7,65
BTN;2018;6,89;0;6,89
BTN;2019;8,95;0;8,95
BTN;2020;8,95;0;8,95
BTN;2021;9;0;9
BOL;2000;2,09;1,68;3,77
BOL;2001;2,25;1,61;3,86
BOL;2002;2,33;1,72;4,05
BOL;2003;2,14;2,04;4,18
BOL;2004;2,61;1,76;4,37
BOL;2005;2,53;2,16;4,69
BOL;2006;2,77;2,32;5,09
BOL;2007;3,3;2,22;5,52
BOL;2008;3,32;2,28;5,6
BOL;2009;3,4;2,5;5,9
BOL;2010;3,49;2,95;6,44
BOL;2011;3,73;3,14;6,87
BOL;2012;3,21;4,11;7,32
BOL;2013;3,33;4,31;7,64
BOL;2014;3,44;4,72;8,16
BOL;2015;3,75;4,87;8,62
BOL;2016;3,32;5,54;8,86
BOL;2017;3,8;5,37;9,17
BOL;2018;4,39;5,03;9,42
BOL;2019;4;5,98;9,98
BOL;2020;3,88;5,89;9,77
BOL;2021;4,42;6,17;10,59
BIH;2000;5,04;5,01;10,05
BIH;2001;5,13;5,13;10,26
BIH;2002;5,22;5,19;10,41
BIH;2003;4,46;6,36;10,82
BIH;2004;5,92;6,34;12,26
BIH;2005;5,94;6,21;12,15
BIH;2006;5,8;7;12,8
BIH;2007;3,96;7,32;11,28
BIH;2008;4,82;9,36;14,18
BIH;2009;6,18;8,86;15,04
BIH;2010;7,95;8,55;16,5
BIH;2011;4,34;10,24;14,58
BIH;2012;4,17;9,27;13,44
BIH;2013;7,16;9,6;16,76
BIH;2014;5,89;9,61;15,5
BIH;2015;5,5;9,47;14,97
BIH;2016;5,62;11,37;16,99
BIH;2017;3,78;11,68;15,46
BIH;2018;6,48;11,76;18,24
BIH;2019;6,32;10,36;16,68
BIH;2020;4,91;10,82;15,73
BIH;2021;7,19;10,19;17,38
BWA;2000;0;0,89;0,89
BWA;2001;0;0,95;0,95
BWA;2002;0;0,84;0,84
BWA;2003;0;0,68;0,68
BWA;2004;0;0,74;0,74
BWA;2005;0;0,81;0,81
BWA;2006;0;0,75;0,75
BWA;2007;0;0,58;0,58
BWA;2008;0;0,55;0,55
BWA;2009;0;0,41;0,41
BWA;2010;0;0,5;0,5
BWA;2011;0;0,45;0,45
BWA;2012;0;0,33;0,33
BWA;2013;0;0,86;0,86
BWA;2014;0;2,17;2,17
BWA;2015;0;2,79;2,79
BWA;2016;0;2,52;2,52
BWA;2017;0;2,84;2,84
BWA;2018;0,01;2,96;2,97
BWA;2019;0,01;3,05;3,06
BWA;2020;0,01;2,05;2,06
BWA;2021;0,01;2,18;2,19
BRA;1985;181,44212;8,859108;193,68224
BRA;1986;185,61295;16,371967;202,1289
BRA;1987;189,16571;13,192775;203,33147
BRA;1988;202,43279;11,912065;214,95285
BRA;1989;208,09317;11,815858;221,73901
BRA;1990;210,56706;10,016053;222,82011
BRA;1991;221,78162;11,152684;234,37631
BRA;1992;228,27237;11,730592;241,76195
BRA;1993;240,04893;11,512184;252,00313
BRA;1994;248,09323;11,892286;260,04062
BRA;1995;259,49875;13,583602;275,60144
BRA;1996;272,52374;16,32803;291,27875
BRA;1997;286,35492;18,456326;307,98077
BRA;1998;298,97922;19,504223;321,74863
BRA;1999;301,37802;29,3712;334,72623
BRA;2000;308,77;28,87;342,58
BRA;2001;273,71;35,19;323,17
BRA;2002;292,95;33,5;340,29
BRA;2003;313,88;31,62;358,9
BRA;2004;329,43;40,14;381,17
BRA;2005;346,96;39,56;395,72
BRA;2006;359,55;39,4;411,93
BRA;2007;387,88;37,64;437,17
BRA;2008;385,61;55,87;454,69
BRA;2009;410,13;36,32;458,67
BRA;2010;435,99;61,02;510,78
BRA;2011;462,32;50,27;527,39
BRA;2012;454,78;77,21;547,16
BRA;2013;436,84;112;563,49
BRA;2014;430,82;136,58;581,86
BRA;2015;428,81;128,85;571,57
BRA;2016;463,37;93,06;571,4
BRA;2017;464,4;101,9;581,16
BRA;2018;492,66;86,69;594,14
BRA;2019;512,59;90,91;618,66
BRA;2020;520,01;81,15;614,37
BRA;2021;508,67;139,21;662,58
VGB;2000;0;0,04;0,04
VGB;2001;0;0,04;0,04
VGB;2002;0;0,04;0,04
VGB;2003;0;0,04;0,04
VGB;2004;0;0,04;0,04
VGB;2005;0;0,09;0,09
VGB;2006;0;0,1;0,1
VGB;2007;0;0,1;0,1
VGB;2008;0;0,12;0,12
VGB;2009;0;0,15;0,15
VGB;2010;0;0,18;0,18
VGB;2011;0;0,18;0,18
VGB;2012;0;0,19;0,19
VGB;2013;0;0,19;0,19
VGB;2014;0;0,19;0,19
VGB;2015;0;0,2;0,2
VGB;2016;0;0,2;0,2
VGB;2017;0;0,14;0,14
VGB;2018;0;0,14;0,14
VGB;2019;0;0,14;0,14
VGB;2020;0;0,13;0,13
VGB;2021;0;0,14;0,14
BRN;2000;0;2,39;2,39
BRN;2001;0;2,42;2,42
BRN;2002;0;2,54;2,54
BRN;2003;0;3;3
BRN;2004;0;3,07;3,07
BRN;2005;0;3,07;3,07
BRN;2006;0;3,1;3,1
BRN;2007;0;3,19;3,19
BRN;2008;0;3,22;3,22
BRN;2009;0;3,39;3,39
BRN;2010;0;3,57;3,57
BRN;2011;0;3,5;3,5
BRN;2012;0;3,7;3,7
BRN;2013;0;4,14;4,14
BRN;2014;0;4,24;4,24
BRN;2015;0;3,94;3,94
BRN;2016;0;4,01;4,01
BRN;2017;0;3,91;3,91
BRN;2018;0;4,04;4,04
BRN;2019;0;4,64;4,64
BRN;2020;0;4,4;4,4
BRN;2021;0;4,69;4,69
BGR;1985;2,237;;41,632
BGR;1986;2,326;;41,82
BGR;1987;2,537;;43,473
BGR;1988;2,596;;45,021
BGR;1989;2,691;;44,331
BGR;1990;1,63;25,61;41,9
BGR;1991;2,27;25,239998;40,69
BGR;1992;1,9;21,99;35,44
BGR;1993;1,79;22,08;37,84
BGR;1994;1,3;21,34;37,98
BGR;1995;2,17;22,22;41,65
BGR;1996;2,89;21,71;42,68
BGR;1997;2,72;22,119999;42,59
BGR;1998;3,07;21,480001;41,45
BGR;1999;2,73;19,44;37,98
